# row       RSMA     MAG MAG_LERR MAG_UERR      TFLUX_E      TFLUX_C  TMAG_E
#     pixel**1/4                                                            

    1    0.00000   -10.8    INDEF    INDEF        INDEF        INDEF   INDEF
  324    4.23936   -5.93  0.00211   0.0021     2.1087E8     2.1974E8   -20.8
  325    4.24264   -5.93  0.00217  0.00216     2.1106E8     2.2016E8   -20.8
  326    4.24591   -5.92  0.00213  0.00212     2.1147E8     2.2059E8   -20.8
  327    4.24917   -5.92  0.00206  0.00205     2.1163E8     2.2101E8   -20.8
  328    4.25243   -5.91  0.00208  0.00208     2.1251E8     2.2143E8   -20.8
  329    4.25567   -5.91  0.00213  0.00213     2.1229E8     2.2186E8   -20.8
  330    4.25891   -5.89  0.00221  0.00221     2.1353E8     2.2228E8   -20.8
  331    4.26215   -5.89  0.00218  0.00218     2.1370E8     2.2270E8   -20.8
  332    4.26537   -5.89  0.00219  0.00218     2.1350E8     2.2312E8   -20.8
  333    4.26859   -5.87  0.00229  0.00229     2.1484E8     2.2353E8   -20.8
  334    4.27180   -5.88  0.00214  0.00214     2.1511E8     2.2395E8   -20.8
  335    4.27500   -5.87  0.00218  0.00217     2.1531E8     2.2438E8   -20.8
  336    4.27820   -5.88  0.00224  0.00224     2.1513E8     2.2480E8   -20.8
  337    4.28139   -5.86   0.0024   0.0024     2.1580E8     2.2522E8   -20.8
  338    4.28457   -5.86  0.00293  0.00293     2.1616E8     2.2563E8   -20.8
  339    4.28775   -5.87  0.00362  0.00361     2.1609E8     2.2604E8   -20.8
  340    4.29092   -5.88   0.0036  0.00359     2.1586E8     2.2647E8   -20.8
  341    4.29408   -5.87  0.00354  0.00353     2.1621E8     2.2689E8   -20.8
  342    4.29723   -5.86  0.00327  0.00326     2.1662E8     2.2730E8   -20.8
  343    4.30038   -5.85  0.00288  0.00288     2.1702E8     2.2771E8   -20.8
  344    4.30352   -5.85  0.00303  0.00302     2.1743E8     2.2811E8   -20.8
  345    4.30665   -5.84  0.00281   0.0028     2.1875E8     2.2853E8   -20.8
  346    4.30978   -5.83   0.0028  0.00279     2.1916E8     2.2893E8   -20.9
  347    4.31290   -5.84  0.00272  0.00272     2.1860E8     2.2935E8   -20.8
  348    4.31601   -5.83  0.00268  0.00267     2.1955E8     2.2975E8   -20.9
  349    4.31912   -5.82  0.00263  0.00262     2.1996E8     2.3016E8   -20.9
  350    4.32222   -5.81  0.00253  0.00253     2.2035E8     2.3056E8   -20.9
  351    4.32531    -5.8  0.00251   0.0025     2.2075E8     2.3097E8   -20.9
  352    4.32839    -5.8  0.00237  0.00237     2.2115E8     2.3138E8   -20.9
  353    4.33147   -5.79  0.00235  0.00234     2.2155E8     2.3179E8   -20.9
  354    4.33455   -5.78  0.00253  0.00253     2.2193E8     2.3221E8   -20.9
  355    4.33761   -5.79  0.00266  0.00265     2.2253E8     2.3268E8   -20.9
  356    4.34067   -5.79  0.00271   0.0027     2.2254E8     2.3309E8   -20.9
  357    4.34373   -5.79  0.00279  0.00279     2.2262E8     2.3352E8   -20.9
  358    4.34677   -5.78  0.00273  0.00272     2.2301E8     2.3392E8   -20.9
  359    4.34981   -5.76  0.00256  0.00255     2.2388E8     2.3433E8   -20.9
  360    4.35285   -5.76  0.00244  0.00244     2.2428E8     2.3473E8   -20.9
  361    4.35588   -5.75  0.00242  0.00241     2.2467E8     2.3513E8   -20.9
  362    4.35890   -5.74   0.0024  0.00239     2.2538E8     2.3554E8   -20.9
  363    4.36191   -5.73  0.00237  0.00236     2.2576E8     2.3593E8   -20.9
  364    4.36492   -5.73  0.00248  0.00248     2.2616E8     2.3634E8   -20.9
  365    4.36793   -5.72  0.00243  0.00243     2.2654E8     2.3673E8   -20.9
  366    4.37092   -5.73  0.00255  0.00254     2.2586E8     2.3714E8   -20.9
  367    4.37391   -5.73  0.00262  0.00261     2.2624E8     2.3754E8   -20.9
  368    4.37690   -5.73  0.00274  0.00274     2.2663E8     2.3794E8   -20.9
  369    4.37988   -5.73   0.0034  0.00339     2.2701E8     2.3834E8   -20.9
  370    4.38285   -5.73  0.00527  0.00525     2.2746E8     2.3879E8   -20.9
  371    4.38582   -5.72  0.00401  0.00399     2.2785E8     2.3920E8   -20.9
  372    4.38878   -5.71  0.00314  0.00313     2.2824E8     2.3960E8   -20.9
  373    4.39173   -5.71  0.00288  0.00287     2.2862E8     2.4000E8   -20.9
  374    4.39468    -5.7  0.00274  0.00273     2.2900E8     2.4041E8   -20.9
  375    4.39762    -5.7  0.00375  0.00373     2.2939E8     2.4080E8   -20.9
  376    4.40056   -5.69   0.0031  0.00309     2.2975E8     2.4121E8   -20.9
  377    4.40349   -5.68  0.00289  0.00288     2.3014E8     2.4159E8   -20.9
  378    4.40641   -5.68  0.00285  0.00284     2.3052E8     2.4199E8   -20.9
  379    4.40933   -5.68  0.00282  0.00281     2.3089E8     2.4238E8   -20.9
  380    4.41225   -5.67  0.00347  0.00346     2.3128E8     2.4274E8   -20.9
  381    4.41515   -5.64  0.00313  0.00312     2.3339E8     2.4313E8   -20.9
  382    4.41806   -5.64  0.00331   0.0033     2.3377E8     2.4353E8   -20.9
  383    4.42095   -5.64  0.00326  0.00325     2.3415E8     2.4392E8   -20.9
  384    4.42384   -5.62  0.00418  0.00416     2.3497E8     2.4430E8   -20.9
  385    4.42673   -5.62  0.00465  0.00463     2.3534E8     2.4468E8   -20.9
  386    4.42961   -5.65  0.00977  0.00969     2.3584E8     2.4501E8   -20.9
  387    4.43248   -5.63  0.00881  0.00873     2.3623E8     2.4538E8   -20.9
  388    4.43535   -5.62  0.00792  0.00786     2.3661E8     2.4576E8   -20.9
  389    4.43821   -5.62  0.00802  0.00796     2.3698E8     2.4612E8   -20.9
  390    4.44107   -5.63  0.00826   0.0082     2.3671E8     2.4649E8   -20.9
  391    4.44392   -5.62  0.00911  0.00903     2.3747E8     2.4686E8   -20.9
  392    4.44676   -5.61  0.00833  0.00826     2.3786E8     2.4724E8   -20.9
  393    4.44961    -5.6  0.00745   0.0074     2.3823E8     2.4760E8   -20.9
  394    4.45244    -5.6  0.00609  0.00606     2.3821E8     2.4796E8   -20.9
  395    4.45527    -5.6  0.00701  0.00697     2.3858E8     2.4834E8   -20.9
  396    4.45809   -5.59  0.00564  0.00561     2.3896E8     2.4870E8   -20.9
  397    4.46091   -5.58  0.00512  0.00509     2.3932E8     2.4906E8   -20.9
  398    4.46373   -5.59  0.00749  0.00743     2.3904E8     2.4944E8   -20.9
  399    4.46654   -5.58    0.006  0.00596     2.3941E8     2.4979E8   -20.9
  400    4.46934   -5.58  0.00735   0.0073     2.3977E8     2.5016E8   -20.9
  401    4.47214   -5.55  0.00499  0.00496     2.4118E8     2.5052E8    -21.
  402    4.47493   -5.57  0.00741  0.00736     2.4044E8     2.5088E8    -21.
  403    4.47772   -5.57  0.00663  0.00659     2.4081E8     2.5124E8    -21.
  404    4.48050   -5.56  0.00618  0.00614     2.4117E8     2.5159E8    -21.
  405    4.48327   -5.56  0.00652  0.00648     2.4154E8     2.5197E8    -21.
  406    4.48605   -5.55   0.0064  0.00636     2.4191E8     2.5232E8    -21.
  407    4.48881   -5.54  0.00599  0.00596     2.4227E8     2.5268E8    -21.
  408    4.49157   -5.53   0.0055  0.00547     2.4264E8     2.5304E8    -21.
  409    4.49433   -5.52   0.0051  0.00508     2.4299E8     2.5339E8    -21.
  410    4.49708   -5.52  0.00483  0.00481     2.4334E8     2.5375E8    -21.
  411    4.49983   -5.51   0.0045  0.00448     2.4370E8     2.5410E8    -21.
  412    4.50257   -5.54  0.00621  0.00617     2.4294E8     2.5448E8    -21.
  413    4.50531   -5.52  0.00475  0.00473     2.4329E8     2.5479E8    -21.
  414    4.50804   -5.51    0.005  0.00498     2.4366E8     2.5517E8    -21.
  415    4.51076   -5.52  0.00583   0.0058     2.4401E8     2.5555E8    -21.
  416    4.51349   -5.51  0.00576  0.00573     2.4436E8     2.5590E8    -21.
  417    4.51620   -5.49  0.00462   0.0046     2.4472E8     2.5625E8    -21.
  418    4.51891   -5.49  0.00443  0.00441     2.4507E8     2.5659E8    -21.
  419    4.52162   -5.49  0.00407  0.00405     2.4542E8     2.5693E8    -21.
  420    4.52432   -5.48  0.00431  0.00429     2.4577E8     2.5728E8    -21.
  421    4.52702   -5.46  0.00403  0.00401     2.4703E8     2.5764E8    -21.
  422    4.52971   -5.46  0.00415  0.00414     2.4739E8     2.5799E8    -21.
  423    4.53240   -5.46  0.00401    0.004     2.4774E8     2.5833E8    -21.
  424    4.53508   -5.48  0.00498  0.00496     2.4673E8     2.5868E8    -21.
  425    4.53776   -5.46  0.00383  0.00381     2.4707E8     2.5902E8    -21.
  426    4.54043   -5.46  0.00413  0.00411     2.4749E8     2.5937E8    -21.
  427    4.54310   -5.46  0.00392  0.00391     2.4784E8     2.5971E8    -21.
  428    4.54576   -5.45  0.00387  0.00385     2.4818E8     2.6004E8    -21.
  429    4.54842   -5.43  0.00376  0.00374     2.4976E8     2.6040E8    -21.
  430    4.55108   -5.42  0.00386  0.00385     2.5011E8     2.6075E8    -21.
  431    4.55373   -5.41  0.00406  0.00405     2.5045E8     2.6109E8    -21.
  432    4.55637   -5.43  0.00426  0.00424     2.5004E8     2.6143E8    -21.
  433    4.55901   -5.41  0.00387  0.00386     2.5038E8     2.6175E8    -21.
  434    4.56165   -5.42  0.00389  0.00387     2.5072E8     2.6212E8    -21.
  435    4.56428    -5.4  0.00387  0.00385     2.5114E8     2.6245E8    -21.
  436    4.56691   -5.39  0.00336  0.00335     2.5227E8     2.6279E8    -21.
  437    4.56953    -5.4   0.0038  0.00378     2.5189E8     2.6312E8    -21.
  438    4.57215   -5.39  0.00376  0.00375     2.5223E8     2.6346E8    -21.
  439    4.57476   -5.39  0.00363  0.00361     2.5258E8     2.6381E8    -21.
  440    4.57737   -5.37  0.00345  0.00344     2.5290E8     2.6415E8    -21.
  441    4.57998   -5.37  0.00341   0.0034     2.5324E8     2.6449E8    -21.
