9.400000e-01 1.996121e-01
9.500000e-01 8.997425e-02
9.600000e-01 2.301030e-02
9.700000e-01 9.878084e-06
9.800000e-01 2.227692e-02
9.900000e-01 9.118424e-02
1.000000e+00 2.094303e-01
1.140000e+00 7.761629e+00
1.150000e+00 8.806446e+00
1.160000e+00 9.919007e+00
1.170000e+00 1.112720e+01
1.180000e+00 1.235001e+01
1.190000e+00 1.372466e+01
1.200000e+00 1.514400e+01
1.010000e+00 3.745114e-01
1.020000e+00 7.095872e-01
1.030000e+00 8.615103e-01
1.040000e+00 1.185172e+00
1.050000e+00 1.564414e+00
1.060000e+00 2.000882e+00
1.070000e+00 2.496243e+00
1.080000e+00 3.051713e+00
1.090000e+00 3.674094e+00
1.100000e+00 4.359014e+00
1.110000e+00 5.109405e+00
1.120000e+00 5.938937e+00
1.130000e+00 6.801809e+00
1.140000e+00 7.774182e+00
8.000000e-01 5.563945e+00
8.100000e-01 4.974374e+00
8.200000e-01 4.413201e+00
8.300000e-01 3.883761e+00
8.400000e-01 3.381041e+00
8.500000e-01 2.908677e+00
8.600000e-01 2.467636e+00
8.700000e-01 2.061604e+00
8.800000e-01 1.685084e+00
8.900000e-01 1.344821e+00
9.000000e-01 1.041856e+00
9.100000e-01 7.720612e-01
9.200000e-01 5.426501e-01
9.300000e-01 3.506429e-01
