3.803644775390625000e+03 5.447782926912270434e-16 3.168026968950721201e-17
3.804521972656250000e+03 5.420184475908357193e-16 3.184329706207406313e-17
3.805397216796875000e+03 5.428747449609506136e-16 3.183873433381522063e-17
3.806272705078125000e+03 4.807373608624408018e-16 3.083897406698157947e-17
3.807150390625000000e+03 3.399513529548135000e-16 2.891527290826090767e-17
3.808026123046875000e+03 3.703288925888884985e-16 2.915007639694021011e-17
3.808904296875000000e+03 3.129165759075183944e-16 2.886320685178436990e-17
3.809780517578125000e+03 3.748681686230038957e-16 2.978510957064206988e-17
3.810658935546875000e+03 3.319769877426674912e-16 2.957438034651051076e-17
3.811535644531250000e+03 3.577785112885399372e-16 3.004629350341691347e-17
3.812412597656250000e+03 3.945310855814468170e-16 3.049953884825921946e-17
3.813291748046875000e+03 3.757996666369672108e-16 3.038526550099624379e-17
3.814168945312500000e+03 4.292557041799492917e-16 3.086312443214567767e-17
3.815048339843750000e+03 4.858440166223185717e-16 3.134767360008944043e-17
3.815926025390625000e+03 4.807295787472379029e-16 3.112011952229855273e-17
3.816805908203125000e+03 5.683499490638933404e-16 3.213302534342688660e-17
3.817684082031250000e+03 5.472757163966471446e-16 3.146497442839436018e-17
3.818562255859375000e+03 5.064933563873983292e-16 3.059082319193812138e-17
3.819442871093750000e+03 5.130951841178575494e-16 2.993779387682955794e-17
3.820321533203125000e+03 4.884179379907875769e-16 2.917198344828306450e-17
3.821202392578125000e+03 4.181116093302796825e-16 2.787402457062405686e-17
3.822081542968750000e+03 4.450905086728356060e-16 2.793795901452950548e-17
3.822962890625000000e+03 5.611835209345299256e-16 2.895895797077105817e-17
3.823842285156250000e+03 4.746571466088126204e-16 2.760835401020672565e-17
3.824724121093750000e+03 5.745211134802329523e-16 2.828209261913116669e-17
3.825604003906250000e+03 5.340191213765253103e-16 2.700052018940683453e-17
3.826484130859375000e+03 5.456796416262240258e-16 2.660713625113376605e-17
3.827366455078125000e+03 5.480214230275861492e-16 2.643138353202339916e-17
3.828246826171875000e+03 5.192320436998333621e-16 2.630409367064128905e-17
3.829129638671875000e+03 4.796373827013126860e-16 2.596268149025492730e-17
3.830010498046875000e+03 4.565801400254257663e-16 2.589476830760309862e-17
3.830893798828125000e+03 4.641993602046558080e-16 2.603501678046146446e-17
3.831775146484375000e+03 4.265530073337180312e-16 2.544587062406037135e-17
3.832656494140625000e+03 4.393750215123392059e-16 2.547267458462953966e-17
3.833540283203125000e+03 5.035750631863112475e-16 2.580289832005050915e-17
3.834422363281250000e+03 4.912639686935620260e-16 2.579024907412334825e-17
3.835306396484375000e+03 5.472029245027424781e-16 2.668607906007337680e-17
3.836188720703125000e+03 5.503830567636495454e-16 2.717923586947136637e-17
3.837073486328125000e+03 5.650398501851419415e-16 2.770796475393158634e-17
3.837956054687500000e+03 6.127087998138050322e-16 2.831385966337565316e-17
3.838839111328125000e+03 5.735031386963108935e-16 2.802872719750617431e-17
3.839724365234375000e+03 5.932387946090992778e-16 2.807236924662447205e-17
3.840607666015625000e+03 6.153194082968019892e-16 2.831146083959924938e-17
3.841493164062500000e+03 6.732655145536199127e-16 2.925200490074144439e-17
3.842376953125000000e+03 6.429639167172221826e-16 2.906075743439673418e-17
3.843262939453125000e+03 6.542668831840611765e-16 2.912637270930689055e-17
3.844147216796875000e+03 6.072381316448447267e-16 2.842239237718751082e-17
3.845031494140625000e+03 5.934778696584618041e-16 2.827751334726007312e-17
3.845918212890625000e+03 6.227270290578960660e-16 2.821897542967092046e-17
3.846802978515625000e+03 5.924822353685235774e-16 2.804418224007111508e-17
3.847689941406250000e+03 6.061364064782628989e-16 2.830489964298047877e-17
3.848575195312500000e+03 6.217289066086752799e-16 2.839727255634550047e-17
3.849462646484375000e+03 5.507242522227154182e-16 2.693814911685911114e-17
3.850348144531250000e+03 5.770362189984269870e-16 2.680763986853294464e-17
3.851233886718750000e+03 5.784319175372652604e-16 2.682027091648662938e-17
3.852122070312500000e+03 5.427497546616714009e-16 2.649399283258753782e-17
3.853008300781250000e+03 5.178896023575537029e-16 2.589190957140611536e-17
3.853896728515625000e+03 5.286998603468867110e-16 2.586207151235010254e-17
3.854783203125000000e+03 5.304040906367623633e-16 2.566778829315732272e-17
3.855672119140625000e+03 4.889045584189851724e-16 2.530056973202053161e-17
3.856559082031250000e+03 4.823563055224397867e-16 2.506563554880444580e-17
3.857446289062500000e+03 4.471542515092615053e-16 2.431367046935086493e-17
3.858335937500000000e+03 4.437858926456067716e-16 2.388486996597072602e-17
3.859223388671875000e+03 4.278903400085345629e-16 2.297396213181508088e-17
3.860113525390625000e+03 4.226488736611453507e-16 2.256867175580492413e-17
3.861001464843750000e+03 3.962202280969495021e-16 2.204939589138496016e-17
3.861891845703125000e+03 4.096684907911672235e-16 2.280485829046841523e-17
