3.603296386718750000e+03 1.755716234662439267e-15 1.064568875210435812e-16
3.604125244140625000e+03 1.675393688461090068e-15 1.027086740852146962e-16
3.604956542968750000e+03 1.602274416322309845e-15 9.970978702268534799e-17
3.605785888671875000e+03 1.780950087314973722e-15 1.014591218170022918e-16
3.606617187500000000e+03 1.743151030285513756e-15 9.854845852988539925e-17
3.607447021484375000e+03 1.541088673740040240e-15 9.333780300595256223e-17
3.608278808593750000e+03 1.707013957777685133e-15 9.524311097657250490e-17
3.609108886718750000e+03 1.871605906077233351e-15 9.716154795787488923e-17
3.609939208984375000e+03 1.574217191098339994e-15 9.102599201254446006e-17
3.610771728515625000e+03 1.537884242221458815e-15 8.930621734459771128e-17
3.611602294921875000e+03 1.528360839037241903e-15 8.814603366976553594e-17
3.612435058593750000e+03 1.634690684851087140e-15 9.053661210982338762e-17
3.613266113281250000e+03 1.717269409186566575e-15 9.165813005410238423e-17
3.614099365234375000e+03 1.692627844322399690e-15 9.145531198534928227e-17
3.614930664062500000e+03 1.675301150111602536e-15 9.154637464462401998e-17
3.615762451171875000e+03 1.823328416215527249e-15 1.003339775129178627e-16
3.616596191406250000e+03 1.816797792192196594e-15 1.001423032213770751e-16
3.617428222656250000e+03 1.736106045504962926e-15 9.159936714338661715e-17
3.618262451171875000e+03 1.720436994771942438e-15 8.886603152726639250e-17
3.619094726562500000e+03 1.733123642497680535e-15 8.888855069226253612e-17
3.619929199218750000e+03 1.683735057167413604e-15 8.775050237062227980e-17
3.620761962890625000e+03 1.657802508212512758e-15 8.734826098234999350e-17
3.621596923828125000e+03 1.741977466137092923e-15 8.817272844249384725e-17
3.622430175781250000e+03 1.547764669792943415e-15 8.441630275754353585e-17
3.623263427734375000e+03 1.601653117655498816e-15 8.578000595028825812e-17
3.624098876953125000e+03 1.780825573471727340e-15 8.770525889983807940e-17
3.624932617187500000e+03 1.640098249065477000e-15 8.554337273809398839e-17
3.625768554687500000e+03 1.580681534793548001e-15 8.452954047467959513e-17
3.626602783203125000e+03 1.733967287313145818e-15 8.742693578477113707e-17
3.627438964843750000e+03 1.730004443669416574e-15 8.716466659103262390e-17
3.628273437500000000e+03 1.632355626773743847e-15 8.593922167459246489e-17
3.629108154296875000e+03 1.630900212412124146e-15 8.492010869014753310e-17
3.629945068359375000e+03 1.724318946769208896e-15 8.695322599157426918e-17
3.630780029296875000e+03 1.689543691482328375e-15 8.597069424253888249e-17
3.631617431640625000e+03 1.693369845184194457e-15 8.457461189189638450e-17
3.632452880859375000e+03 1.602718790982263133e-15 8.144974853079766037e-17
3.633290283203125000e+03 1.554822995342413500e-15 8.205244555999359718e-17
3.634126220703125000e+03 1.578005228317579632e-15 8.036774335001909677e-17
3.634962158203125000e+03 1.578406933692814984e-15 8.095168654036723134e-17
3.635800537109375000e+03 1.568234703271001278e-15 7.984973638065878915e-17
3.636636962890625000e+03 1.586756984486847877e-15 8.027550278555208355e-17
3.637475585937500000e+03 1.633218012193167132e-15 8.050267966898364707e-17
3.638312255859375000e+03 1.597669521704561842e-15 7.945406611517262410e-17
3.639151367187500000e+03 1.494984246904515045e-15 7.729098219590155631e-17
3.639988525390625000e+03 1.502683035241227788e-15 7.765906433359785277e-17
3.640825927734375000e+03 1.714435554582408906e-15 8.096335309572667924e-17
3.641665283203125000e+03 1.628859392404833316e-15 7.975413415418236042e-17
3.642503173828125000e+03 1.527491253837766957e-15 7.776334864778363808e-17
3.643343017578125000e+03 1.668358021042959036e-15 8.026840226717392836e-17
3.644181152343750000e+03 1.787526451117456110e-15 8.152438007438464473e-17
3.645021484375000000e+03 1.673603060810594477e-15 8.081356061296067657e-17
3.645860107421875000e+03 1.768836033861579532e-15 8.166657573040496040e-17
3.646698974609375000e+03 1.614952170202101772e-15 7.935637277610766132e-17
3.647539794921875000e+03 1.645492366631829198e-15 7.917199090884714124e-17
3.648378906250000000e+03 1.629081738553487570e-15 7.967612109625125927e-17
3.649220214843750000e+03 1.641290553817855834e-15 8.037216380321258015e-17
3.650059570312500000e+03 1.818766932036326028e-15 8.247892003149123697e-17
3.650901367187500000e+03 1.685789323822742096e-15 7.980958172500301497e-17
3.651741210937500000e+03 1.668633836146408717e-15 7.897044338951492073e-17
3.652581298828125000e+03 1.750459442312660673e-15 8.000805874990143864e-17
3.653423583984375000e+03 1.756099411191953431e-15 7.935860285503910428e-17
3.654264160156250000e+03 1.604681683958406567e-15 7.496593631269260569e-17
3.655106689453125000e+03 1.468695944111767394e-15 7.288028311620140171e-17
3.655947509765625000e+03 1.638008724663719048e-15 7.415304938112449434e-17
3.656790771484375000e+03 1.586502345207079553e-15 7.381377298107974451e-17
3.657631835937500000e+03 1.614506630871846010e-15 7.346067935608290890e-17
3.658473388671875000e+03 1.683990755238365996e-15 7.527768414195159076e-17
3.659316894531250000e+03 1.712074132604582324e-15 7.522813271453721419e-17
3.660158691406250000e+03 1.688674000403735023e-15 7.486942749626481885e-17
3.661002929687500000e+03 1.612717909045481741e-15 7.337512902841022457e-17
3.661844970703125000e+03 1.670294020723027146e-15 7.348789028951345330e-17
3.662689453125000000e+03 1.634768929519589756e-15 7.281109772976746648e-17
3.663531982421875000e+03 1.637293193581525978e-15 7.186682142970143221e-17
3.664374755859375000e+03 1.678027749168814128e-15 7.196266850163917663e-17
3.665219726562500000e+03 1.611708245772354615e-15 6.987390510604477327e-17
3.666062988281250000e+03 1.509163472562433626e-15 6.850390210575484713e-17
3.666908447265625000e+03 1.617798624421349848e-15 6.973163665813055293e-17
3.667751953125000000e+03 1.615503165134290695e-15 6.972319279843761162e-17
3.668597656250000000e+03 1.535863009851073241e-15 6.877280859672848579e-17
3.669441650390625000e+03 1.596553344038317487e-15 6.967597732907308480e-17
3.670285888671875000e+03 1.758300638063630544e-15 7.108759082289687844e-17
3.671132080078125000e+03 1.609960922681287401e-15 6.938199072192683834e-17
3.671976806640625000e+03 1.645613068826812936e-15 6.896946582427929281e-17
3.672823486328125000e+03 1.614822468282053457e-15 6.807220647023077263e-17
3.673668457031250000e+03 1.582134408056325939e-15 6.677247411733845130e-17
3.674515625000000000e+03 1.562696166587142221e-15 6.554894164247451489e-17
3.675360839843750000e+03 1.520820128224310494e-15 6.547153077202935234e-17
3.676206298828125000e+03 1.588627550871740592e-15 6.581109833964972084e-17
3.677054199218750000e+03 1.603270103551807275e-15 6.512293039211990479e-17
3.677899902343750000e+03 1.549831853700717535e-15 6.483691118863376909e-17
3.678748046875000000e+03 1.512847854124753019e-15 6.366716530592048074e-17
3.679594482421875000e+03 1.500648356222804552e-15 6.324660021271891978e-17
3.680442871093750000e+03 1.497487335142769910e-15 6.275420275512325389e-17
