1.100000000000000000e+01 1.116600000000000037e+01 1.183000000000001384e+00 1.247999999999999998e+00
1.500000000000000000e+01 1.156099999999999994e+01 1.297000000000000819e+00 1.309999999999998721e+00
1.600000000000000000e+01 1.194299999999999962e+01 1.199999999999999734e+00 1.108000000000000318e+00
1.800000000000000000e+01 1.145199999999999818e+01 1.136000000000000121e+00 1.133999999999999009e+00
1.900000000000000000e+01 1.140899999999999892e+01 1.214999999999999636e+00 1.138999999999999790e+00
2.300000000000000000e+01 1.213799999999999990e+01 1.106999999999999762e+00 1.054999999999999494e+00
2.400000000000000000e+01 1.204199999999999982e+01 1.118000000000000993e+00 1.150000000000000133e+00
2.500000000000000000e+01 1.169699999999999918e+01 1.155000000000000249e+00 1.197000000000000508e+00
2.600000000000000000e+01 1.201299999999999990e+01 1.108000000000000318e+00 1.153999999999999915e+00
2.700000000000000000e+01 1.166900000000000048e+01 1.013000000000000567e+00 1.075000000000000178e+00
2.800000000000000000e+01 1.181600000000000072e+01 1.053000000000000158e+00 1.066999999999999504e+00
2.900000000000000000e+01 1.181599999999999895e+01 1.083000000000000185e+00 1.137999999999999456e+00
3.200000000000000000e+01 1.210799999999999876e+01 1.579000000000001513e+00 2.871999999999999442e+00
3.300000000000000000e+01 1.168999999999999950e+01 1.022999999999999465e+00 8.910000000000003473e-01
3.600000000000000000e+01 1.174600000000000044e+01 9.790000000000003144e-01 9.749999999999995337e-01
3.700000000000000000e+01 1.211299999999999955e+01 1.029000000000000359e+00 1.074999999999999067e+00
3.900000000000000000e+01 1.203000000000000114e+01 9.730000000000005311e-01 1.103999999999999870e+00
4.300000000000000000e+01 1.212099999999999866e+01 1.043000000000000815e+00 1.005999999999998895e+00
4.600000000000000000e+01 1.276299999999999990e+01 9.600000000000000755e-01 1.032000000000001139e+00
4.700000000000000000e+01 1.241000000000000014e+01 8.909999999999993481e-01 9.619999999999990781e-01
4.900000000000000000e+01 1.243800000000000061e+01 8.199999999999991740e-01 9.480000000000003979e-01
5.300000000000000000e+01 1.258399999999999963e+01 9.869999999999989893e-01 1.040000000000001368e+00
5.400000000000000000e+01 1.250399999999999956e+01 9.320000000000002727e-01 1.031999999999999584e+00
5.700000000000000000e+01 1.247800000000000153e+01 9.779999999999989813e-01 1.023000000000000131e+00
5.800000000000000000e+01 1.260600000000000165e+01 9.389999999999991687e-01 1.049000000000000821e+00
6.100000000000000000e+01 1.271799999999999997e+01 8.250000000000003997e-01 9.150000000000002576e-01
6.300000000000000000e+01 1.311200000000000010e+01 8.489999999999999769e-01 9.930000000000003268e-01
6.500000000000000000e+01 1.284600000000000009e+01 8.999999999999994671e-01 9.879999999999995453e-01
7.400000000000000000e+01 1.320000000000000107e+01 7.879999999999991456e-01 9.110000000000011422e-01
7.500000000000000000e+01 1.302200000000000024e+01 8.540000000000012026e-01 9.989999999999996660e-01
7.600000000000000000e+01 1.302099999999999902e+01 7.140000000000001901e-01 7.979999999999998206e-01
7.800000000000000000e+01 1.330700000000000038e+01 8.949999999999999067e-01 8.900000000000003464e-01
8.100000000000000000e+01 1.297199999999999953e+01 8.520000000000008678e-01 9.509999999999992903e-01
8.200000000000000000e+01 1.314199999999999946e+01 8.489999999999999769e-01 8.840000000000001190e-01
8.300000000000000000e+01 1.290500000000000114e+01 8.099999999999993872e-01 9.230000000000008198e-01
8.400000000000000000e+01 1.281799999999999962e+01 8.319999999999995177e-01 9.549999999999991829e-01
8.500000000000000000e+01 1.347400000000000020e+01 8.689999999999995506e-01 9.680000000000006377e-01
8.700000000000000000e+01 1.286299999999999955e+01 6.040000000000003144e-01 6.589999999999988090e-01
8.800000000000000000e+01 1.293700000000000117e+01 8.209999999999989528e-01 9.430000000000002824e-01
9.500000000000000000e+01 1.335999999999999943e+01 7.990000000000011537e-01 9.079999999999990301e-01
9.600000000000000000e+01 1.337299999999999933e+01 8.530000000000004245e-01 9.699999999999998623e-01
9.800000000000000000e+01 1.328000000000000114e+01 7.539999999999988933e-01 8.590000000000010960e-01
1.010000000000000000e+02 1.313800000000000168e+01 8.079999999999996074e-01 9.789999999999998703e-01
1.030000000000000000e+02 1.334299999999999997e+01 6.160000000000002141e-01 6.579999999999992522e-01
1.040000000000000000e+02 1.315799999999999947e+01 8.979999999999994653e-01 9.070000000000003615e-01
1.090000000000000000e+02 1.335999999999999943e+01 5.989999999999997549e-01 7.789999999999996927e-01
1.100000000000000000e+02 1.330199999999999960e+01 5.669999999999990603e-01 7.400000000000009903e-01
1.130000000000000000e+02 1.380999999999999872e+01 1.979999999999996207e-01 3.359999999999996878e-01
1.150000000000000000e+02 1.379000000000000092e+01 6.899999999999936739e-02 1.080000000000003735e-01
1.160000000000000000e+02 1.348000000000000043e+01 7.380000000000006555e-01 8.510000000000002007e-01
1.170000000000000000e+02 1.346100000000000030e+01 6.949999999999996181e-01 7.510000000000005560e-01
1.180000000000000000e+02 1.323700000000000010e+01 8.160000000000000586e-01 8.239999999999997327e-01
1.190000000000000000e+02 1.362500000000000000e+01 7.609999999999990106e-01 8.190000000000006164e-01
1.200000000000000000e+02 1.339799999999999969e+01 3.350000000000004086e-01 3.380000000000007998e-01
1.210000000000000000e+02 1.367700000000000138e+01 5.819999999999986295e-01 7.160000000000015241e-01
1.220000000000000000e+02 1.342399999999999949e+01 5.810000000000008491e-01 6.140000000000005453e-01
1.230000000000000000e+02 1.333899999999999864e+01 5.330000000000010285e-01 7.579999999999997851e-01
1.240000000000000000e+02 1.346499999999999986e+01 7.640000000000006786e-01 8.960000000000005738e-01
1.300000000000000000e+02 1.344500000000000028e+01 5.730000000000010640e-01 7.529999999999991145e-01
1.310000000000000000e+02 1.438700000000000045e+01 7.889999999999999236e-01 9.480000000000003979e-01
1.330000000000000000e+02 1.347500000000000142e+01 3.019999999999988249e-01 4.559999999999999054e-01
1.340000000000000000e+02 1.364300000000000068e+01 8.519999999999993134e-01 1.002000000000001112e+00
1.350000000000000000e+02 1.348999999999999844e+01 2.389999999999999625e-01 4.069999999999986406e-01
1.360000000000000000e+02 1.365099999999999980e+01 8.300000000000008482e-01 9.769999999999988693e-01
1.370000000000000000e+02 1.391200000000000081e+01 8.039999999999991598e-01 9.090000000000004743e-01
1.380000000000000000e+02 1.340299999999999869e+01 1.810000000000007714e-01 4.129999999999992011e-01
1.390000000000000000e+02 1.337699999999999889e+01 8.600000000000009859e-01 8.779999999999986704e-01
1.400000000000000000e+02 1.338299999999999912e+01 7.810000000000003606e-01 9.439999999999997282e-01
1.430000000000000000e+02 1.373300000000000054e+01 7.859999999999991438e-01 8.500000000000000888e-01
1.450000000000000000e+02 1.384800000000000075e+01 7.940000000000002611e-01 9.009999999999998010e-01
1.460000000000000000e+02 1.349699999999999989e+01 6.809999999999998277e-01 8.300000000000008482e-01
1.480000000000000000e+02 1.403700000000000081e+01 8.339999999999994085e-01 9.530000000000000693e-01
1.490000000000000000e+02 1.395899999999999963e+01 5.130000000000005667e-01 6.660000000000001474e-01
1.500000000000000000e+02 1.353299999999999947e+01 1.560000000000009712e-01 2.539999999999996705e-01
